# t qw qx qy qz x y z vx vy vz p q r ax ay az
2.295 0.615085 -0.0243507 0.020192 0.787826 34.0217 28.5968 13.0253 17.0671 2.75567 -0.00530988 -0.0276975 -0.0142831 0.476137 8.7614 -3.84752 0.499532 
2.296 0.614897 -0.0243488 0.0201825 0.787973 34.0387 28.5996 13.0253 17.0687 2.76512 -0.00537229 -0.0277155 -0.0143051 0.476422 8.77756 -3.83896 0.500418 
2.297 0.614709 -0.0243469 0.0201729 0.78812 34.0558 28.6024 13.0253 17.0703 2.77459 -0.0054347 -0.0277333 -0.0143272 0.476705 8.79369 -3.83039 0.501303 
2.298 0.614521 -0.0243449 0.0201634 0.788267 34.0729 28.6051 13.0253 17.0718 2.78407 -0.0054971 -0.0277511 -0.0143491 0.476987 8.8098 -3.82183 0.502186 
2.299 0.614333 -0.024343 0.0201539 0.788414 34.09 28.6079 13.0253 17.0734 2.79357 -0.0055595 -0.0277689 -0.014371 0.477268 8.82589 -3.81326 0.503069 
2.3 0.614144 -0.024341 0.0201443 0.788561 34.107 28.6107 13.0253 17.0749 2.80308 -0.00562189 -0.0277865 -0.0143928 0.477547 8.84194 -3.80468 0.503951 
2.301 0.613956 -0.0243391 0.0201347 0.788708 34.1241 28.6135 13.0253 17.0764 2.81261 -0.00568427 -0.0278041 -0.0144145 0.477825 8.85798 -3.7961 0.504831 
2.302 0.613767 -0.0243371 0.0201251 0.788855 34.1412 28.6164 13.0253 17.0779 2.82215 -0.00574664 -0.0278216 -0.0144361 0.478102 8.87398 -3.78752 0.50571 
2.303 0.613578 -0.0243352 0.0201156 0.789002 34.1583 28.6192 13.0253 17.0794 2.8317 -0.005809 -0.027839 -0.0144577 0.478377 8.88997 -3.77894 0.506588 
2.304 0.613389 -0.0243332 0.0201059 0.78915 34.1753 28.622 13.0253 17.0808 2.84127 -0.00587135 -0.0278563 -0.0144793 0.478651 8.90592 -3.77035 0.507465 
2.305 0.6132 -0.0243312 0.0200963 0.789297 34.1924 28.6249 13.0252 17.0823 2.85085 -0.00593369 -0.0278736 -0.0145007 0.478924 8.92185 -3.76176 0.508341 
2.306 0.613011 -0.0243292 0.0200867 0.789444 34.2095 28.6277 13.0252 17.0837 2.86044 -0.00599601 -0.0278908 -0.0145221 0.479195 8.93776 -3.75316 0.509216 
2.307 0.612821 -0.0243272 0.0200771 0.789592 34.2266 28.6306 13.0252 17.0851 2.87005 -0.00605832 -0.0279079 -0.0145434 0.479465 8.95364 -3.74456 0.510089 
2.308 0.612632 -0.0243252 0.0200674 0.789739 34.2437 28.6335 13.0252 17.0865 2.87968 -0.0061206 -0.0279249 -0.0145647 0.479733 8.96949 -3.73595 0.510961 
2.309 0.612442 -0.0243232 0.0200578 0.789886 34.2608 28.6363 13.0252 17.0879 2.88932 -0.00618287 -0.0279419 -0.0145859 0.48 8.98531 -3.72735 0.511833 
2.31 0.612252 -0.0243212 0.0200481 0.790034 34.2778 28.6392 13.0252 17.0893 2.89897 -0.00624512 -0.0279588 -0.014607 0.480266 9.00111 -3.71874 0.512703 
2.311 0.612062 -0.0243191 0.0200384 0.790181 34.2949 28.6421 13.0252 17.0906 2.90863 -0.00630735 -0.0279756 -0.014628 0.48053 9.01689 -3.71012 0.513571 
2.312 0.611872 -0.0243171 0.0200287 0.790329 34.312 28.6451 13.0252 17.0919 2.91831 -0.00636956 -0.0279923 -0.014649 0.480793 9.03263 -3.7015 0.514439 
2.313 0.611682 -0.024315 0.020019 0.790477 34.3291 28.648 13.0252 17.0932 2.928 -0.00643174 -0.028009 -0.0146699 0.481054 9.04836 -3.69288 0.515305 
2.314 0.611492 -0.024313 0.0200093 0.790624 34.3462 28.6509 13.0252 17.0945 2.93771 -0.0064939 -0.0280256 -0.0146907 0.481315 9.06405 -3.68425 0.51617 
2.315 0.611301 -0.0243109 0.0199996 0.790772 34.3633 28.6539 13.0252 17.0958 2.94743 -0.00655603 -0.0280421 -0.0147115 0.481574 9.07972 -3.67562 0.517034 
2.316 0.61111 -0.0243089 0.0199898 0.790919 34.3804 28.6568 13.0252 17.0971 2.95716 -0.00661814 -0.0280585 -0.0147322 0.481831 9.09535 -3.66698 0.517897 
2.317 0.61092 -0.0243068 0.0199801 0.791067 34.3975 28.6598 13.0252 17.0983 2.96691 -0.00668022 -0.0280748 -0.0147528 0.482087 9.11097 -3.65834 0.518758 
2.318 0.610729 -0.0243047 0.0199703 0.791215 34.4146 28.6627 13.0252 17.0995 2.97667 -0.00674226 -0.0280911 -0.0147734 0.482342 9.12655 -3.6497 0.519619 
2.319 0.610538 -0.0243026 0.0199606 0.791363 34.4317 28.6657 13.0252 17.1007 2.98645 -0.00680428 -0.0281073 -0.0147939 0.482595 9.14211 -3.64105 0.520478 
2.32 0.610346 -0.0243005 0.0199508 0.79151 34.4488 28.6687 13.0251 17.1019 2.99623 -0.00686626 -0.0281234 -0.0148143 0.482847 9.15764 -3.6324 0.521335 
2.321 0.610155 -0.0242984 0.019941 0.791658 34.4659 28.6717 13.0251 17.1031 3.00603 -0.00692822 -0.0281395 -0.0148347 0.483098 9.17314 -3.62375 0.522192 
2.322 0.609964 -0.0242963 0.0199312 0.791806 34.483 28.6747 13.0251 17.1043 3.01585 -0.00699013 -0.0281554 -0.014855 0.483347 9.18862 -3.61509 0.523047 
2.323 0.609772 -0.0242942 0.0199214 0.791954 34.5001 28.6777 13.0251 17.1054 3.02568 -0.00705201 -0.0281713 -0.0148752 0.483595 9.20407 -3.60643 0.523901 
2.324 0.60958 -0.0242921 0.0199116 0.792102 34.5172 28.6808 13.0251 17.1065 3.03552 -0.00711386 -0.0281871 -0.0148953 0.483842 9.21949 -3.59776 0.524754 
2.325 0.609388 -0.02429 0.0199017 0.79225 34.5343 28.6838 13.0251 17.1076 3.04537 -0.00717566 -0.0282029 -0.0149154 0.484087 9.23488 -3.58909 0.525605 
2.326 0.609196 -0.0242878 0.0198919 0.792398 34.5514 28.6869 13.0251 17.1087 3.05524 -0.00723743 -0.0282185 -0.0149354 0.484331 9.25024 -3.58041 0.526455 
2.327 0.609004 -0.0242857 0.019882 0.792546 34.5685 28.6899 13.0251 17.1098 3.06512 -0.00729915 -0.0282341 -0.0149554 0.484573 9.26558 -3.57173 0.527304 
2.328 0.608812 -0.0242835 0.0198722 0.792694 34.5857 28.693 13.0251 17.1108 3.07501 -0.00736083 -0.0282496 -0.0149753 0.484814 9.28088 -3.56305 0.528152 
2.329 0.608619 -0.0242814 0.0198623 0.792842 34.6028 28.6961 13.0251 17.1119 3.08492 -0.00742247 -0.028265 -0.0149951 0.485054 9.29616 -3.55436 0.528998 
2.33 0.608427 -0.0242792 0.0198524 0.79299 34.6199 28.6992 13.0251 17.1129 3.09484 -0.00748407 -0.0282804 -0.0150148 0.485292 9.31141 -3.54567 0.529843 
2.331 0.608234 -0.024277 0.0198425 0.793138 34.637 28.7023 13.0251 17.1139 3.10477 -0.00754562 -0.0282957 -0.0150345 0.48553 9.32663 -3.53697 0.530686 
2.332 0.608041 -0.0242749 0.0198326 0.793286 34.6541 28.7054 13.0251 17.1149 3.11472 -0.00760712 -0.0283109 -0.0150541 0.485765 9.34183 -3.52827 0.531529 
2.333 0.607848 -0.0242727 0.0198227 0.793434 34.6712 28.7085 13.0251 17.1159 3.12468 -0.00766857 -0.028326 -0.0150736 0.485999 9.35699 -3.51956 0.53237 
2.334 0.607655 -0.0242705 0.0198128 0.793583 34.6883 28.7116 13.025 17.1168 3.13465 -0.00772997 -0.028341 -0.0150931 0.486232 9.37213 -3.51085 0.533209 
2.335 0.607462 -0.0242683 0.0198028 0.793731 34.7055 28.7148 13.025 17.1177 3.14463 -0.00779133 -0.028356 -0.0151125 0.486464 9.38723 -3.50214 0.534047 
2.336 0.607269 -0.0242661 0.0197929 0.793879 34.7226 28.7179 13.025 17.1187 3.15463 -0.00785263 -0.0283709 -0.0151318 0.486694 9.40231 -3.49342 0.534884 
2.337 0.607075 -0.0242639 0.0197829 0.794027 34.7397 28.7211 13.025 17.1195 3.16464 -0.00791388 -0.0283857 -0.015151 0.486923 9.41735 -3.4847 0.53572 
2.338 0.606882 -0.0242617 0.019773 0.794176 34.7568 28.7242 13.025 17.1204 3.17466 -0.00797507 -0.0284004 -0.0151702 0.48715 9.43237 -3.47597 0.536554 
2.339 0.606688 -0.0242594 0.019763 0.794324 34.7739 28.7274 13.025 17.1213 3.1847 -0.00803621 -0.0284151 -0.0151894 0.487376 9.44736 -3.46724 0.537387 
2.34 0.606494 -0.0242572 0.019753 0.794472 34.7911 28.7306 13.025 17.1221 3.19474 -0.00809729 -0.0284297 -0.0152084 0.487601 9.46232 -3.4585 0.538219 
2.341 0.6063 -0.024255 0.019743 0.794621 34.8082 28.7338 13.025 17.123 3.2048 -0.00815831 -0.0284442 -0.0152274 0.487825 9.47725 -3.44976 0.539049 
2.342 0.606106 -0.0242527 0.019733 0.794769 34.8253 28.737 13.025 17.1238 3.21488 -0.00821927 -0.0284586 -0.0152463 0.488047 9.49215 -3.44102 0.539878 
2.343 0.605912 -0.0242505 0.019723 0.794917 34.8424 28.7402 13.025 17.1246 3.22496 -0.00828017 -0.028473 -0.0152652 0.488267 9.50701 -3.43227 0.540705 
2.344 0.605718 -0.0242482 0.019713 0.795066 34.8596 28.7435 13.025 17.1254 3.23506 -0.00834101 -0.0284873 -0.0152839 0.488486 9.52185 -3.42352 0.541531 
2.345 0.605523 -0.0242459 0.0197029 0.795214 34.8767 28.7467 13.025 17.1261 3.24517 -0.00840179 -0.0285015 -0.0153026 0.488704 9.53666 -3.41476 0.542355 
2.346 0.605329 -0.0242437 0.0196929 0.795363 34.8938 28.75 13.0249 17.1269 3.25529 -0.0084625 -0.0285156 -0.0153213 0.488921 9.55144 -3.406 0.543179 
2.347 0.605134 -0.0242414 0.0196828 0.795511 34.9109 28.7532 13.0249 17.1276 3.26542 -0.00852315 -0.0285296 -0.0153398 0.489136 9.56619 -3.39723 0.544 
2.348 0.604939 -0.0242391 0.0196728 0.795659 34.9281 28.7565 13.0249 17.1283 3.27557 -0.00858373 -0.0285436 -0.0153583 0.48935 9.5809 -3.38846 0.544821 
2.349 0.604744 -0.0242368 0.0196627 0.795808 34.9452 28.7598 13.0249 17.129 3.28573 -0.00864424 -0.0285575 -0.0153768 0.489562 9.59559 -3.37968 0.54564 
2.35 0.604549 -0.0242345 0.0196526 0.795956 34.9623 28.7631 13.0249 17.1297 3.2959 -0.00870468 -0.0285713 -0.0153951 0.489773 9.61025 -3.3709 0.546457 
2.351 0.604354 -0.0242322 0.0196425 0.796105 34.9794 28.7664 13.0249 17.1303 3.30608 -0.00876505 -0.0285851 -0.0154134 0.489983 9.62487 -3.36212 0.547273 
2.352 0.604159 -0.0242299 0.0196324 0.796254 34.9966 28.7697 13.0249 17.131 3.31628 -0.00882535 -0.0285987 -0.0154317 0.490191 9.63946 -3.35333 0.548088 
2.353 0.603963 -0.0242276 0.0196223 0.796402 35.0137 28.773 13.0249 17.1316 3.32649 -0.00888557 -0.0286123 -0.0154498 0.490398 9.65403 -3.34453 0.548901 
2.354 0.603768 -0.0242252 0.0196122 0.796551 35.0308 28.7763 13.0249 17.1322 3.33671 -0.00894573 -0.0286258 -0.0154679 0.490604 9.66856 -3.33573 0.549712 
2.355 0.603572 -0.0242229 0.019602 0.796699 35.048 28.7797 13.0249 17.1328 3.34694 -0.0090058 -0.0286392 -0.0154859 0.490808 9.68306 -3.32693 0.550523 
2.356 0.603376 -0.0242206 0.0195919 0.796848 35.0651 28.783 13.0249 17.1333 3.35718 -0.0090658 -0.0286526 -0.0155039 0.491011 9.69753 -3.31812 0.551331 
2.357 0.603181 -0.0242182 0.0195817 0.796996 35.0822 28.7864 13.0249 17.1339 3.36743 -0.00912572 -0.0286659 -0.0155218 0.491213 9.71196 -3.30931 0.552139 
2.358 0.602985 -0.0242159 0.0195716 0.797145 35.0994 28.7898 13.0248 17.1344 3.3777 -0.00918556 -0.0286791 -0.0155396 0.491413 9.72637 -3.30049 0.552944 
2.359 0.602788 -0.0242135 0.0195614 0.797294 35.1165 28.7931 13.0248 17.1349 3.38798 -0.00924533 -0.0286922 -0.0155573 0.491612 9.74074 -3.29167 0.553749 
2.36 0.602592 -0.0242111 0.0195512 0.797442 35.1336 28.7965 13.0248 17.1354 3.39827 -0.00930501 -0.0287053 -0.015575 0.491809 9.75509 -3.28284 0.554552 
2.361 0.602396 -0.0242088 0.019541 0.797591 35.1508 28.7999 13.0248 17.1359 3.40857 -0.0093646 -0.0287182 -0.0155926 0.492005 9.7694 -3.27401 0.555353 
2.362 0.602199 -0.0242064 0.0195308 0.79774 35.1679 28.8034 13.0248 17.1364 3.41888 -0.00942412 -0.0287311 -0.0156101 0.4922 9.78367 -3.26517 0.556153 
2.363 0.602003 -0.024204 0.0195206 0.797888 35.1851 28.8068 13.0248 17.1368 3.42921 -0.00948354 -0.0287439 -0.0156276 0.492393 9.79792 -3.25633 0.556951 
2.364 0.601806 -0.0242016 0.0195104 0.798037 35.2022 28.8102 13.0248 17.1373 3.43954 -0.00954288 -0.0287567 -0.015645 0.492585 9.81213 -3.24748 0.557748 
2.365 0.601609 -0.0241992 0.0195002 0.798186 35.2193 28.8137 13.0248 17.1377 3.44989 -0.00960214 -0.0287693 -0.0156623 0.492776 9.82631 -3.23863 0.558543 
2.366 0.601412 -0.0241968 0.01949 0.798334 35.2365 28.8171 13.0248 17.1381 3.46025 -0.0096613 -0.0287819 -0.0156796 0.492965 9.84046 -3.22977 0.559337 
2.367 0.601215 -0.0241944 0.0194797 0.798483 35.2536 28.8206 13.0248 17.1384 3.47062 -0.00972037 -0.0287944 -0.0156968 0.493153 9.85458 -3.22091 0.560129 
2.368 0.601018 -0.024192 0.0194695 0.798632 35.2707 28.8241 13.0247 17.1388 3.481 -0.00977936 -0.0288069 -0.0157139 0.493339 9.86866 -3.21204 0.560919 
2.369 0.600821 -0.0241896 0.0194592 0.798781 35.2879 28.8275 13.0247 17.1391 3.4914 -0.00983825 -0.0288192 -0.015731 0.493525 9.88271 -3.20317 0.561708 
2.37 0.600624 -0.0241871 0.0194489 0.798929 35.305 28.831 13.0247 17.1395 3.5018 -0.00989704 -0.0288315 -0.015748 0.493708 9.89673 -3.1943 0.562496 
2.371 0.600426 -0.0241847 0.0194387 0.799078 35.3222 28.8345 13.0247 17.1398 3.51222 -0.00995574 -0.0288437 -0.0157649 0.493891 9.91071 -3.18542 0.563282 
2.372 0.600229 -0.0241822 0.0194284 0.799227 35.3393 28.8381 13.0247 17.1401 3.52264 -0.0100143 -0.0288558 -0.0157817 0.494072 9.92466 -3.17653 0.564066 
2.373 0.600031 -0.0241798 0.0194181 0.799376 35.3564 28.8416 13.0247 17.1403 3.53308 -0.0100729 -0.0288678 -0.0157985 0.494252 9.93858 -3.16764 0.564849 
2.374 0.599833 -0.0241773 0.0194078 0.799524 35.3736 28.8451 13.0247 17.1406 3.54353 -0.0101313 -0.0288798 -0.0158152 0.49443 9.95246 -3.15874 0.56563 
2.375 0.599635 -0.0241749 0.0193974 0.799673 35.3907 28.8487 13.0247 17.1408 3.55399 -0.0101896 -0.0288917 -0.0158319 0.494607 9.96631 -3.14984 0.56641 
2.376 0.599437 -0.0241724 0.0193871 0.799822 35.4079 28.8522 13.0247 17.141 3.56446 -0.0102478 -0.0289035 -0.0158484 0.494782 9.98013 -3.14094 0.567188 
2.377 0.599239 -0.0241699 0.0193768 0.799971 35.425 28.8558 13.0247 17.1412 3.57494 -0.0103059 -0.0289153 -0.0158649 0.494957 9.99392 -3.13202 0.567964 
2.378 0.599041 -0.0241675 0.0193664 0.800119 35.4421 28.8594 13.0246 17.1414 3.58543 -0.0103639 -0.0289269 -0.0158814 0.495129 10.0077 -3.12311 0.568739 
2.379 0.598843 -0.024165 0.0193561 0.800268 35.4593 28.863 13.0246 17.1416 3.59593 -0.0104218 -0.0289385 -0.0158977 0.495301 10.0214 -3.11419 0.569512 
2.38 0.598644 -0.0241625 0.0193457 0.800417 35.4764 28.8666 13.0246 17.1417 3.60645 -0.0104796 -0.02895 -0.015914 0.495471 10.0351 -3.10526 0.570284 
2.381 0.598446 -0.02416 0.0193354 0.800566 35.4936 28.8702 13.0246 17.1419 3.61697 -0.0105372 -0.0289614 -0.0159303 0.49564 10.0487 -3.09633 0.571054 
2.382 0.598247 -0.0241575 0.019325 0.800714 35.5107 28.8738 13.0246 17.142 3.62751 -0.0105948 -0.0289728 -0.0159464 0.495807 10.0623 -3.08739 0.571822 
2.383 0.598048 -0.024155 0.0193146 0.800863 35.5279 28.8774 13.0246 17.1421 3.63805 -0.0106523 -0.028984 -0.0159625 0.495973 10.0759 -3.07845 0.572589 
2.384 0.597849 -0.0241524 0.0193042 0.801012 35.545 28.8811 13.0246 17.1422 3.64861 -0.0107096 -0.0289952 -0.0159785 0.496138 10.0894 -3.0695 0.573354 
2.385 0.59765 -0.0241499 0.0192938 0.801161 35.5621 28.8847 13.0246 17.1422 3.65917 -0.0107669 -0.0290063 -0.0159945 0.496301 10.103 -3.06055 0.574117 
2.386 0.597451 -0.0241474 0.0192834 0.80131 35.5793 28.8884 13.0246 17.1423 3.66975 -0.010824 -0.0290174 -0.0160104 0.496463 10.1164 -3.05159 0.574879 
2.387 0.597252 -0.0241449 0.019273 0.801458 35.5964 28.8921 13.0246 17.1423 3.68034 -0.010881 -0.0290283 -0.0160262 0.496624 10.1299 -3.04263 0.575639 
2.388 0.597053 -0.0241423 0.0192626 0.801607 35.6136 28.8958 13.0245 17.1423 3.69094 -0.0109379 -0.0290392 -0.016042 0.496783 10.1433 -3.03366 0.576398 
2.389 0.596854 -0.0241398 0.0192521 0.801756 35.6307 28.8995 13.0245 17.1423 3.70154 -0.0109947 -0.02905 -0.0160576 0.496941 10.1566 -3.02469 0.577154 
2.39 0.596654 -0.0241372 0.0192417 0.801905 35.6479 28.9032 13.0245 17.1423 3.71216 -0.0110514 -0.0290608 -0.0160732 0.497097 10.17 -3.01571 0.577909 
2.391 0.596454 -0.0241346 0.0192312 0.802053 35.665 28.9069 13.0245 17.1422 3.72279 -0.0111079 -0.0290714 -0.0160888 0.497252 10.1833 -3.00673 0.578663 
2.392 0.596255 -0.0241321 0.0192208 0.802202 35.6821 28.9106 13.0245 17.1421 3.73343 -0.0111643 -0.029082 -0.0161043 0.497406 10.1965 -2.99774 0.579414 
2.393 0.596055 -0.0241295 0.0192103 0.802351 35.6993 28.9144 13.0245 17.1421 3.74408 -0.0112207 -0.0290925 -0.0161197 0.497559 10.2098 -2.98875 0.580164 
2.394 0.595855 -0.0241269 0.0191998 0.8025 35.7164 28.9181 13.0245 17.142 3.75474 -0.0112768 -0.0291029 -0.016135 0.49771 10.223 -2.97975 0.580912 
2.395 0.595655 -0.0241243 0.0191893 0.802648 35.7336 28.9219 13.0245 17.1418 3.7654 -0.0113329 -0.0291132 -0.0161503 0.497859 10.2361 -2.97074 0.581659 
2.396 0.595455 -0.0241218 0.0191788 0.802797 35.7507 28.9256 13.0245 17.1417 3.77608 -0.0113888 -0.0291235 -0.0161654 0.498008 10.2492 -2.96173 0.582404 
2.397 0.595255 -0.0241192 0.0191683 0.802946 35.7678 28.9294 13.0244 17.1416 3.78677 -0.0114446 -0.0291337 -0.0161806 0.498155 10.2623 -2.95272 0.583147 
2.398 0.595055 -0.0241166 0.0191578 0.803095 35.785 28.9332 13.0244 17.1414 3.79747 -0.0115003 -0.0291438 -0.0161956 0.4983 10.2754 -2.94369 0.583888 
2.399 0.594855 -0.0241139 0.0191473 0.803243 35.8021 28.937 13.0244 17.1412 3.80818 -0.0115559 -0.0291538 -0.0162106 0.498444 10.2884 -2.93467 0.584628 
2.4 0.594654 -0.0241113 0.0191368 0.803392 35.8193 28.9408 13.0244 17.141 3.81889 -0.0116113 -0.0291638 -0.0162255 0.498587 10.3014 -2.92564 0.585365 
2.401 0.594454 -0.0241087 0.0191263 0.803541 35.8364 28.9446 13.0244 17.1408 3.82962 -0.0116666 -0.0291737 -0.0162404 0.498729 10.3143 -2.9166 0.586102 
2.402 0.594253 -0.0241061 0.0191157 0.80369 35.8536 28.9485 13.0244 17.1405 3.84036 -0.0117217 -0.0291835 -0.0162552 0.498869 10.3272 -2.90756 0.586836 
2.403 0.594052 -0.0241035 0.0191052 0.803838 35.8707 28.9523 13.0244 17.1403 3.8511 -0.0117768 -0.0291932 -0.0162699 0.499007 10.3401 -2.89851 0.587568 
2.404 0.593851 -0.0241008 0.0190946 0.803987 35.8878 28.9562 13.0244 17.14 3.86186 -0.0118316 -0.0292028 -0.0162845 0.499145 10.3529 -2.88945 0.588299 
2.405 0.593651 -0.0240982 0.019084 0.804136 35.905 28.96 13.0243 17.1397 3.87263 -0.0118864 -0.0292124 -0.0162991 0.499281 10.3657 -2.8804 0.589028 
2.406 0.59345 -0.0240955 0.0190735 0.804284 35.9221 28.9639 13.0243 17.1394 3.8834 -0.011941 -0.0292219 -0.0163136 0.499416 10.3785 -2.87133 0.589755 
2.407 0.593248 -0.0240929 0.0190629 0.804433 35.9392 28.9678 13.0243 17.139 3.89419 -0.0119955 -0.0292313 -0.0163281 0.499549 10.3912 -2.86226 0.590481 
2.408 0.593047 -0.0240902 0.0190523 0.804582 35.9564 28.9717 13.0243 17.1387 3.90498 -0.0120498 -0.0292406 -0.0163424 0.499681 10.4039 -2.85319 0.591204 
2.409 0.592846 -0.0240875 0.0190417 0.80473 35.9735 28.9756 13.0243 17.1383 3.91578 -0.012104 -0.0292499 -0.0163567 0.499811 10.4165 -2.8441 0.591926 
2.41 0.592645 -0.0240849 0.0190311 0.804879 35.9907 28.9795 13.0243 17.1379 3.92659 -0.0121581 -0.029259 -0.016371 0.49994 10.4291 -2.83502 0.592646 
2.411 0.592443 -0.0240822 0.0190205 0.805027 36.0078 28.9835 13.0243 17.1375 3.93741 -0.012212 -0.0292681 -0.0163851 0.500068 10.4417 -2.82592 0.593364 
2.412 0.592242 -0.0240795 0.0190099 0.805176 36.0249 28.9874 13.0243 17.1371 3.94825 -0.0122658 -0.0292772 -0.0163992 0.500195 10.4543 -2.81683 0.594081 
2.413 0.59204 -0.0240768 0.0189993 0.805325 36.0421 28.9914 13.0243 17.1367 3.95908 -0.0123194 -0.0292861 -0.0164132 0.50032 10.4668 -2.80772 0.594795 
2.414 0.591838 -0.0240741 0.0189886 0.805473 36.0592 28.9953 13.0242 17.1362 3.96993 -0.0123729 -0.029295 -0.0164272 0.500444 10.4792 -2.79861 0.595508 
2.415 0.591637 -0.0240714 0.018978 0.805622 36.0763 28.9993 13.0242 17.1358 3.98079 -0.0124263 -0.0293038 -0.0164411 0.500566 10.4916 -2.7895 0.596218 
2.416 0.591435 -0.0240687 0.0189673 0.80577 36.0935 29.0033 13.0242 17.1353 3.99166 -0.0124795 -0.0293125 -0.0164549 0.500687 10.504 -2.78038 0.596927 
2.417 0.591233 -0.024066 0.0189567 0.805919 36.1106 29.0073 13.0242 17.1348 4.00253 -0.0125325 -0.0293211 -0.0164686 0.500807 10.5164 -2.77125 0.597634 
2.418 0.591031 -0.0240633 0.018946 0.806067 36.1278 29.0113 13.0242 17.1342 4.01341 -0.0125854 -0.0293296 -0.0164823 0.500925 10.5287 -2.76212 0.59834 
2.419 0.590829 -0.0240606 0.0189354 0.806216 36.1449 29.0153 13.0242 17.1337 4.02431 -0.0126381 -0.0293381 -0.0164959 0.501042 10.5409 -2.75298 0.599043 
2.42 0.590626 -0.0240578 0.0189247 0.806364 36.162 29.0194 13.0242 17.1331 4.03521 -0.0126907 -0.0293465 -0.0165095 0.501157 10.5532 -2.74384 0.599745 
2.421 0.590424 -0.0240551 0.018914 0.806513 36.1792 29.0234 13.0241 17.1325 4.04612 -0.0127431 -0.0293548 -0.016523 0.501271 10.5654 -2.73469 0.600444 
2.422 0.590222 -0.0240524 0.0189033 0.806661 36.1963 29.0274 13.0241 17.1319 4.05704 -0.0127954 -0.0293631 -0.0165364 0.501384 10.5775 -2.72553 0.601142 
2.423 0.590019 -0.0240496 0.0188926 0.80681 36.2134 29.0315 13.0241 17.1313 4.06796 -0.0128476 -0.0293712 -0.0165497 0.501496 10.5896 -2.71637 0.601838 
2.424 0.589817 -0.0240469 0.0188819 0.806958 36.2305 29.0356 13.0241 17.1307 4.0789 -0.0128995 -0.0293793 -0.016563 0.501606 10.6017 -2.70721 0.602531 
2.425 0.589614 -0.0240441 0.0188712 0.807107 36.2477 29.0397 13.0241 17.13 4.08984 -0.0129513 -0.0293873 -0.0165762 0.501715 10.6138 -2.69804 0.603223 
2.426 0.589411 -0.0240413 0.0188605 0.807255 36.2648 29.0438 13.0241 17.1294 4.10079 -0.013003 -0.0293953 -0.0165893 0.501822 10.6258 -2.68886 0.603913 
2.427 0.589209 -0.0240386 0.0188498 0.807403 36.2819 29.0479 13.0241 17.1287 4.11175 -0.0130545 -0.0294031 -0.0166023 0.501928 10.6377 -2.67967 0.604602 
2.428 0.589006 -0.0240358 0.018839 0.807552 36.2991 29.052 13.0241 17.128 4.12272 -0.0131058 -0.0294109 -0.0166153 0.502032 10.6496 -2.67048 0.605288 
2.429 0.588803 -0.024033 0.0188283 0.8077 36.3162 29.0561 13.024 17.1272 4.1337 -0.013157 -0.0294186 -0.0166283 0.502136 10.6615 -2.66129 0.605972 
2.43 0.5886 -0.0240302 0.0188175 0.807848 36.3333 29.0603 13.024 17.1265 4.14468 -0.013208 -0.0294262 -0.0166411 0.502238 10.6734 -2.65209 0.606654 
2.431 0.588397 -0.0240274 0.0188068 0.807996 36.3504 29.0644 13.024 17.1257 4.15568 -0.0132588 -0.0294337 -0.0166539 0.502338 10.6852 -2.64288 0.607335 
2.432 0.588193 -0.0240247 0.018796 0.808145 36.3676 29.0686 13.024 17.125 4.16668 -0.0133095 -0.0294412 -0.0166666 0.502437 10.6969 -2.63367 0.608013 
2.433 0.58799 -0.0240218 0.0187853 0.808293 36.3847 29.0727 13.024 17.1242 4.17769 -0.01336 -0.0294486 -0.0166793 0.502535 10.7086 -2.62445 0.60869 
2.434 0.587787 -0.024019 0.0187745 0.808441 36.4018 29.0769 13.024 17.1234 4.1887 -0.0134103 -0.0294559 -0.0166918 0.502632 10.7203 -2.61522 0.609364 
2.435 0.587583 -0.0240162 0.0187637 0.808589 36.4189 29.0811 13.024 17.1225 4.19973 -0.0134605 -0.0294631 -0.0167043 0.502727 10.732 -2.60599 0.610036 
2.436 0.58738 -0.0240134 0.0187529 0.808738 36.4361 29.0853 13.024 17.1217 4.21076 -0.0135105 -0.0294702 -0.0167168 0.50282 10.7436 -2.59676 0.610707 
2.437 0.587176 -0.0240106 0.0187421 0.808886 36.4532 29.0895 13.0239 17.1208 4.2218 -0.0135603 -0.0294773 -0.0167291 0.502913 10.7551 -2.58751 0.611375 
2.438 0.586973 -0.0240078 0.0187313 0.809034 36.4703 29.0938 13.0239 17.1199 4.23285 -0.01361 -0.0294843 -0.0167414 0.503004 10.7667 -2.57826 0.612042 
2.439 0.586769 -0.0240049 0.0187205 0.809182 36.4874 29.098 13.0239 17.119 4.2439 -0.0136595 -0.0294912 -0.0167537 0.503093 10.7781 -2.56901 0.612706 
2.44 0.586565 -0.0240021 0.0187097 0.80933 36.5045 29.1023 13.0239 17.1181 4.25497 -0.0137088 -0.029498 -0.0167658 0.503182 10.7896 -2.55975 0.613369 
2.441 0.586361 -0.0239993 0.0186989 0.809478 36.5217 29.1065 13.0239 17.1172 4.26604 -0.0137579 -0.0295048 -0.0167779 0.503268 10.801 -2.55048 0.614029 
2.442 0.586158 -0.0239964 0.0186881 0.809626 36.5388 29.1108 13.0239 17.1162 4.27712 -0.0138069 -0.0295115 -0.01679 0.503354 10.8124 -2.54121 0.614688 
